week_id,week_position,song,performer,spotify_genre_clean
12/1/2012,34,Kiss Tomorrow Goodbye,Luke Bryan,country
12/8/2012,39,Kiss Tomorrow Goodbye,Luke Bryan,country
11/24/2012,31,Kiss Tomorrow Goodbye,Luke Bryan,country
3/9/2013,46,Kiss You,One Direction,pop
3/16/2013,49,Kiss You,One Direction,pop
5/7/2016,28,Kiss,Prince And The Revolution,NA
5/14/2016,23,Kiss,Prince And The Revolution,NA
6/11/2011,45,Knee Deep,Zac Brown Band Featuring Jimmy Buffett,country
7/2/2011,27,Knee Deep,Zac Brown Band Featuring Jimmy Buffett,country
6/18/2011,38,Knee Deep,Zac Brown Band Featuring Jimmy Buffett,country
7/16/2011,25,Knee Deep,Zac Brown Band Featuring Jimmy Buffett,country
7/9/2011,24,Knee Deep,Zac Brown Band Featuring Jimmy Buffett,country
7/23/2011,21,Knee Deep,Zac Brown Band Featuring Jimmy Buffett,country
9/10/2011,30,Knee Deep,Zac Brown Band Featuring Jimmy Buffett,country
7/30/2011,22,Knee Deep,Zac Brown Band Featuring Jimmy Buffett,country
8/6/2011,18,Knee Deep,Zac Brown Band Featuring Jimmy Buffett,country
6/25/2011,29,Knee Deep,Zac Brown Band Featuring Jimmy Buffett,country
8/27/2011,21,Knee Deep,Zac Brown Band Featuring Jimmy Buffett,country
9/3/2011,29,Knee Deep,Zac Brown Band Featuring Jimmy Buffett,country
9/17/2011,38,Knee Deep,Zac Brown Band Featuring Jimmy Buffett,country
9/24/2011,48,Knee Deep,Zac Brown Band Featuring Jimmy Buffett,country
8/13/2011,19,Knee Deep,Zac Brown Band Featuring Jimmy Buffett,country
8/20/2011,21,Knee Deep,Zac Brown Band Featuring Jimmy Buffett,country
7/20/2019,48,Knockin' Boots,Luke Bryan,NA
8/24/2019,32,Knockin' Boots,Luke Bryan,NA
7/13/2019,50,Knockin' Boots,Luke Bryan,NA
9/14/2019,31,Knockin' Boots,Luke Bryan,NA
8/3/2019,38,Knockin' Boots,Luke Bryan,NA
8/10/2019,37,Knockin' Boots,Luke Bryan,NA
8/17/2019,32,Knockin' Boots,Luke Bryan,NA
9/21/2019,38,Knockin' Boots,Luke Bryan,NA
9/28/2019,41,Knockin' Boots,Luke Bryan,NA
10/5/2019,50,Knockin' Boots,Luke Bryan,NA
8/31/2019,34,Knockin' Boots,Luke Bryan,NA
9/7/2019,34,Knockin' Boots,Luke Bryan,NA
7/27/2019,41,Knockin' Boots,Luke Bryan,NA
2/20/2010,44,Knockout,Lil Wayne Featuring Nicki Minaj,hip hop
12/30/2017,50,Kooda,6ix9ine,rap
12/4/2010,49,Kush,Dr. Dre Featuring Snoop Dogg & Akon,funk
12/11/2010,34,Kush,Dr. Dre Featuring Snoop Dogg & Akon,funk
1/8/2011,50,Kush,Dr. Dre Featuring Snoop Dogg & Akon,funk
1/1/2011,45,Kush,Dr. Dre Featuring Snoop Dogg & Akon,funk
11/29/2014,41,L.A.LOVE (la la),Fergie,rap
12/13/2014,27,L.A.LOVE (la la),Fergie,rap
12/6/2014,36,L.A.LOVE (la la),Fergie,rap
12/20/2014,35,L.A.LOVE (la la),Fergie,rap
12/27/2014,41,L.A.LOVE (la la),Fergie,rap
1/17/2015,38,L.A.LOVE (la la),Fergie,rap
1/10/2015,38,L.A.LOVE (la la),Fergie,rap
3/14/2020,33,La Dificil,Bad Bunny,trap
4/12/2014,31,La La La,Naughty Boy Featuring Sam Smith,NA
4/26/2014,31,La La La,Naughty Boy Featuring Sam Smith,NA
4/19/2014,33,La La La,Naughty Boy Featuring Sam Smith,NA
5/3/2014,26,La La La,Naughty Boy Featuring Sam Smith,NA
6/21/2014,41,La La La,Naughty Boy Featuring Sam Smith,NA
5/10/2014,19,La La La,Naughty Boy Featuring Sam Smith,NA
5/17/2014,21,La La La,Naughty Boy Featuring Sam Smith,NA
4/5/2014,39,La La La,Naughty Boy Featuring Sam Smith,NA
5/31/2014,27,La La La,Naughty Boy Featuring Sam Smith,NA
6/7/2014,30,La La La,Naughty Boy Featuring Sam Smith,NA
6/14/2014,29,La La La,Naughty Boy Featuring Sam Smith,NA
5/24/2014,20,La La La,Naughty Boy Featuring Sam Smith,NA
5/16/2020,39,Landed,Drake,NA
3/26/2011,23,Landslide,Glee Cast Featuring Gwyneth Paltrow,NA
1/7/2017,50,Last Christmas,Wham!,NA
1/14/2017,41,Last Christmas,Wham!,NA
12/30/2017,44,Last Christmas,Wham!,NA
12/8/2018,43,Last Christmas,Wham!,NA
12/15/2018,34,Last Christmas,Wham!,NA
12/22/2018,31,Last Christmas,Wham!,NA
12/29/2018,27,Last Christmas,Wham!,NA
1/5/2019,25,Last Christmas,Wham!,NA
12/7/2019,46,Last Christmas,Wham!,NA
12/14/2019,27,Last Christmas,Wham!,NA
12/21/2019,26,Last Christmas,Wham!,NA
12/28/2019,17,Last Christmas,Wham!,NA
1/4/2020,11,Last Christmas,Wham!,NA
12/5/2020,42,Last Christmas,Wham!,NA
12/12/2020,21,Last Christmas,Wham!,NA
12/19/2020,11,Last Christmas,Wham!,NA
12/26/2020,14,Last Christmas,Wham!,NA
1/2/2021,9,Last Christmas,Wham!,NA
6/25/2011,31,Last Friday Night (T.G.I.F.),Katy Perry,pop
7/2/2011,4,Last Friday Night (T.G.I.F.),Katy Perry,pop
7/9/2011,4,Last Friday Night (T.G.I.F.),Katy Perry,pop
7/16/2011,4,Last Friday Night (T.G.I.F.),Katy Perry,pop
7/23/2011,4,Last Friday Night (T.G.I.F.),Katy Perry,pop
7/30/2011,3,Last Friday Night (T.G.I.F.),Katy Perry,pop
8/6/2011,2,Last Friday Night (T.G.I.F.),Katy Perry,pop
8/13/2011,2,Last Friday Night (T.G.I.F.),Katy Perry,pop
8/20/2011,2,Last Friday Night (T.G.I.F.),Katy Perry,pop
8/27/2011,1,Last Friday Night (T.G.I.F.),Katy Perry,pop
9/3/2011,1,Last Friday Night (T.G.I.F.),Katy Perry,pop
9/10/2011,5,Last Friday Night (T.G.I.F.),Katy Perry,pop
9/17/2011,10,Last Friday Night (T.G.I.F.),Katy Perry,pop
9/24/2011,12,Last Friday Night (T.G.I.F.),Katy Perry,pop
10/1/2011,13,Last Friday Night (T.G.I.F.),Katy Perry,pop
10/8/2011,15,Last Friday Night (T.G.I.F.),Katy Perry,pop
10/15/2011,18,Last Friday Night (T.G.I.F.),Katy Perry,pop
10/22/2011,25,Last Friday Night (T.G.I.F.),Katy Perry,pop
10/29/2011,30,Last Friday Night (T.G.I.F.),Katy Perry,pop
11/5/2011,37,Last Friday Night (T.G.I.F.),Katy Perry,pop
11/12/2011,38,Last Friday Night (T.G.I.F.),Katy Perry,pop
11/19/2011,39,Last Friday Night (T.G.I.F.),Katy Perry,pop
5/24/2014,34,Latch,Disclosure Featuring Sam Smith,house
5/31/2014,36,Latch,Disclosure Featuring Sam Smith,house
6/7/2014,29,Latch,Disclosure Featuring Sam Smith,house
6/14/2014,22,Latch,Disclosure Featuring Sam Smith,house
6/21/2014,17,Latch,Disclosure Featuring Sam Smith,house
6/28/2014,14,Latch,Disclosure Featuring Sam Smith,house
7/5/2014,12,Latch,Disclosure Featuring Sam Smith,house
7/12/2014,11,Latch,Disclosure Featuring Sam Smith,house
7/19/2014,11,Latch,Disclosure Featuring Sam Smith,house
7/26/2014,10,Latch,Disclosure Featuring Sam Smith,house
8/2/2014,9,Latch,Disclosure Featuring Sam Smith,house
8/9/2014,7,Latch,Disclosure Featuring Sam Smith,house
8/16/2014,10,Latch,Disclosure Featuring Sam Smith,house
8/23/2014,11,Latch,Disclosure Featuring Sam Smith,house
8/30/2014,13,Latch,Disclosure Featuring Sam Smith,house
9/6/2014,17,Latch,Disclosure Featuring Sam Smith,house
9/13/2014,18,Latch,Disclosure Featuring Sam Smith,house
9/20/2014,21,Latch,Disclosure Featuring Sam Smith,house
9/27/2014,24,Latch,Disclosure Featuring Sam Smith,house
10/4/2014,32,Latch,Disclosure Featuring Sam Smith,house
10/11/2014,37,Latch,Disclosure Featuring Sam Smith,house
10/18/2014,41,Latch,Disclosure Featuring Sam Smith,house
10/25/2014,38,Latch,Disclosure Featuring Sam Smith,house
11/1/2014,39,Latch,Disclosure Featuring Sam Smith,house
11/8/2014,43,Latch,Disclosure Featuring Sam Smith,house
11/15/2014,45,Latch,Disclosure Featuring Sam Smith,house
8/29/2020,2,Laugh Now Cry Later,Drake Featuring Lil Durk,NA
9/5/2020,3,Laugh Now Cry Later,Drake Featuring Lil Durk,NA
9/19/2020,3,Laugh Now Cry Later,Drake Featuring Lil Durk,NA
9/12/2020,3,Laugh Now Cry Later,Drake Featuring Lil Durk,NA
10/3/2020,4,Laugh Now Cry Later,Drake Featuring Lil Durk,NA
10/17/2020,5,Laugh Now Cry Later,Drake Featuring Lil Durk,NA
10/10/2020,4,Laugh Now Cry Later,Drake Featuring Lil Durk,NA
11/14/2020,3,Laugh Now Cry Later,Drake Featuring Lil Durk,NA
10/24/2020,3,Laugh Now Cry Later,Drake Featuring Lil Durk,NA
10/31/2020,3,Laugh Now Cry Later,Drake Featuring Lil Durk,NA
12/12/2020,6,Laugh Now Cry Later,Drake Featuring Lil Durk,NA
11/7/2020,4,Laugh Now Cry Later,Drake Featuring Lil Durk,NA
2/13/2021,24,Laugh Now Cry Later,Drake Featuring Lil Durk,NA
2/20/2021,30,Laugh Now Cry Later,Drake Featuring Lil Durk,NA
2/27/2021,36,Laugh Now Cry Later,Drake Featuring Lil Durk,NA
3/6/2021,39,Laugh Now Cry Later,Drake Featuring Lil Durk,NA
3/13/2021,47,Laugh Now Cry Later,Drake Featuring Lil Durk,NA
9/26/2020,3,Laugh Now Cry Later,Drake Featuring Lil Durk,NA
1/2/2021,25,Laugh Now Cry Later,Drake Featuring Lil Durk,NA
1/9/2021,7,Laugh Now Cry Later,Drake Featuring Lil Durk,NA
11/28/2020,5,Laugh Now Cry Later,Drake Featuring Lil Durk,NA
12/5/2020,7,Laugh Now Cry Later,Drake Featuring Lil Durk,NA
1/16/2021,8,Laugh Now Cry Later,Drake Featuring Lil Durk,NA
1/23/2021,13,Laugh Now Cry Later,Drake Featuring Lil Durk,NA
1/30/2021,17,Laugh Now Cry Later,Drake Featuring Lil Durk,NA
2/6/2021,22,Laugh Now Cry Later,Drake Featuring Lil Durk,NA
12/19/2020,8,Laugh Now Cry Later,Drake Featuring Lil Durk,NA
12/26/2020,17,Laugh Now Cry Later,Drake Featuring Lil Durk,NA
11/21/2020,4,Laugh Now Cry Later,Drake Featuring Lil Durk,NA
11/28/2015,48,Lay It All On Me,Rudimental Featuring Ed Sheeran,edm
12/5/2015,50,Lay It All On Me,Rudimental Featuring Ed Sheeran,edm
12/12/2015,50,Lay It All On Me,Rudimental Featuring Ed Sheeran,edm
12/19/2015,49,Lay It All On Me,Rudimental Featuring Ed Sheeran,edm
3/28/2015,8,Lay Me Down,Sam Smith,pop
4/11/2015,18,Lay Me Down,Sam Smith,pop
4/4/2015,18,Lay Me Down,Sam Smith,pop
4/18/2015,20,Lay Me Down,Sam Smith,pop
4/25/2015,20,Lay Me Down,Sam Smith,pop
5/2/2015,20,Lay Me Down,Sam Smith,pop
5/16/2015,23,Lay Me Down,Sam Smith,pop
5/23/2015,28,Lay Me Down,Sam Smith,pop
5/30/2015,38,Lay Me Down,Sam Smith,pop
5/9/2015,21,Lay Me Down,Sam Smith,pop
1/30/2016,40,Lazarus,David Bowie,punk
2/13/2010,47,Lean On Me,"Sheryl Crow, Kid Rock & Keith Urban",NA
5/30/2015,36,Lean On,Major Lazer & DJ Snake Featuring MO,edm
6/13/2015,24,Lean On,Major Lazer & DJ Snake Featuring MO,edm
6/6/2015,33,Lean On,Major Lazer & DJ Snake Featuring MO,edm
6/20/2015,22,Lean On,Major Lazer & DJ Snake Featuring MO,edm
8/8/2015,10,Lean On,Major Lazer & DJ Snake Featuring MO,edm
6/27/2015,20,Lean On,Major Lazer & DJ Snake Featuring MO,edm
7/4/2015,17,Lean On,Major Lazer & DJ Snake Featuring MO,edm
10/10/2015,12,Lean On,Major Lazer & DJ Snake Featuring MO,edm
10/17/2015,12,Lean On,Major Lazer & DJ Snake Featuring MO,edm
10/24/2015,11,Lean On,Major Lazer & DJ Snake Featuring MO,edm
10/31/2015,11,Lean On,Major Lazer & DJ Snake Featuring MO,edm
11/7/2015,11,Lean On,Major Lazer & DJ Snake Featuring MO,edm
11/14/2015,17,Lean On,Major Lazer & DJ Snake Featuring MO,edm
11/21/2015,19,Lean On,Major Lazer & DJ Snake Featuring MO,edm
11/28/2015,19,Lean On,Major Lazer & DJ Snake Featuring MO,edm
12/5/2015,21,Lean On,Major Lazer & DJ Snake Featuring MO,edm
12/12/2015,19,Lean On,Major Lazer & DJ Snake Featuring MO,edm
12/19/2015,20,Lean On,Major Lazer & DJ Snake Featuring MO,edm
12/26/2015,17,Lean On,Major Lazer & DJ Snake Featuring MO,edm
1/2/2016,25,Lean On,Major Lazer & DJ Snake Featuring MO,edm
1/9/2016,28,Lean On,Major Lazer & DJ Snake Featuring MO,edm
1/16/2016,33,Lean On,Major Lazer & DJ Snake Featuring MO,edm
8/29/2015,4,Lean On,Major Lazer & DJ Snake Featuring MO,edm
9/5/2015,4,Lean On,Major Lazer & DJ Snake Featuring MO,edm
1/23/2016,31,Lean On,Major Lazer & DJ Snake Featuring MO,edm
1/30/2016,32,Lean On,Major Lazer & DJ Snake Featuring MO,edm
2/6/2016,36,Lean On,Major Lazer & DJ Snake Featuring MO,edm
2/13/2016,36,Lean On,Major Lazer & DJ Snake Featuring MO,edm
2/20/2016,41,Lean On,Major Lazer & DJ Snake Featuring MO,edm
2/27/2016,46,Lean On,Major Lazer & DJ Snake Featuring MO,edm
3/5/2016,49,Lean On,Major Lazer & DJ Snake Featuring MO,edm
3/12/2016,49,Lean On,Major Lazer & DJ Snake Featuring MO,edm
3/19/2016,48,Lean On,Major Lazer & DJ Snake Featuring MO,edm
7/25/2015,17,Lean On,Major Lazer & DJ Snake Featuring MO,edm
8/1/2015,9,Lean On,Major Lazer & DJ Snake Featuring MO,edm
9/12/2015,5,Lean On,Major Lazer & DJ Snake Featuring MO,edm
9/19/2015,6,Lean On,Major Lazer & DJ Snake Featuring MO,edm
9/26/2015,6,Lean On,Major Lazer & DJ Snake Featuring MO,edm
10/3/2015,10,Lean On,Major Lazer & DJ Snake Featuring MO,edm
8/15/2015,6,Lean On,Major Lazer & DJ Snake Featuring MO,edm
8/22/2015,5,Lean On,Major Lazer & DJ Snake Featuring MO,edm
7/11/2015,13,Lean On,Major Lazer & DJ Snake Featuring MO,edm
7/18/2015,18,Lean On,Major Lazer & DJ Snake Featuring MO,edm
11/17/2018,41,Leave Me Alone,Flipp Dinero,NA
11/24/2018,37,Leave Me Alone,Flipp Dinero,NA
1/12/2019,22,Leave Me Alone,Flipp Dinero,NA
12/1/2018,28,Leave Me Alone,Flipp Dinero,NA
12/8/2018,27,Leave Me Alone,Flipp Dinero,NA
3/16/2019,45,Leave Me Alone,Flipp Dinero,NA
2/2/2019,21,Leave Me Alone,Flipp Dinero,NA
12/22/2018,28,Leave Me Alone,Flipp Dinero,NA
12/29/2018,31,Leave Me Alone,Flipp Dinero,NA
1/5/2019,33,Leave Me Alone,Flipp Dinero,NA
2/9/2019,20,Leave Me Alone,Flipp Dinero,NA
2/16/2019,25,Leave Me Alone,Flipp Dinero,NA
2/23/2019,33,Leave Me Alone,Flipp Dinero,NA
3/2/2019,35,Leave Me Alone,Flipp Dinero,NA
3/9/2019,37,Leave Me Alone,Flipp Dinero,NA
1/19/2019,21,Leave Me Alone,Flipp Dinero,NA
1/26/2019,21,Leave Me Alone,Flipp Dinero,NA
12/15/2018,32,Leave Me Alone,Flipp Dinero,NA
3/20/2021,4,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),NA
3/27/2021,2,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),NA
4/10/2021,3,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),NA
4/3/2021,3,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),NA
4/24/2021,3,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),NA
5/8/2021,2,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),NA
5/1/2021,2,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),NA
5/15/2021,2,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),NA
5/22/2021,1,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),NA
5/29/2021,4,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),NA
4/17/2021,1,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),NA
9/20/2014,50,Leave The Night On,Sam Hunt,country
9/6/2014,48,Leave The Night On,Sam Hunt,country
10/25/2014,41,Leave The Night On,Sam Hunt,country
9/13/2014,50,Leave The Night On,Sam Hunt,country
11/15/2014,30,Leave The Night On,Sam Hunt,country
8/30/2014,48,Leave The Night On,Sam Hunt,country
10/4/2014,42,Leave The Night On,Sam Hunt,country
10/11/2014,42,Leave The Night On,Sam Hunt,country
10/18/2014,44,Leave The Night On,Sam Hunt,country
11/22/2014,38,Leave The Night On,Sam Hunt,country
11/29/2014,48,Leave The Night On,Sam Hunt,country
11/1/2014,38,Leave The Night On,Sam Hunt,country
11/8/2014,36,Leave The Night On,Sam Hunt,country
9/27/2014,44,Leave The Night On,Sam Hunt,country
3/9/2019,49,Legacy,Offset Featuring Travis Scott & 21 Savage,hip hop
12/21/2019,29,Legends,Juice WRLD,rap
6/8/2013,42,Lego House,Ed Sheeran,pop
6/29/2013,50,Lego House,Ed Sheeran,pop
7/28/2012,48,Lemme See,Usher Featuring Rick Ross,hip hop
8/4/2012,47,Lemme See,Usher Featuring Rick Ross,hip hop
8/11/2012,46,Lemme See,Usher Featuring Rick Ross,hip hop
8/18/2012,46,Lemme See,Usher Featuring Rick Ross,hip hop
8/25/2012,46,Lemme See,Usher Featuring Rick Ross,hip hop
3/20/2021,3,Lemon Pepper Freestyle,Drake Featuring Rick Ross,NA
3/27/2021,31,Lemon Pepper Freestyle,Drake Featuring Rick Ross,NA
1/6/2018,49,Lemon,N*E*R*D & Rihanna,NA
2/3/2018,40,Lemon,N*E*R*D & Rihanna,NA
1/20/2018,50,Lemon,N*E*R*D & Rihanna,NA
3/3/2018,48,Lemon,N*E*R*D & Rihanna,NA
1/27/2018,40,Lemon,N*E*R*D & Rihanna,NA
3/31/2018,40,Lemon,N*E*R*D & Rihanna,NA
1/13/2018,48,Lemon,N*E*R*D & Rihanna,NA
2/17/2018,44,Lemon,N*E*R*D & Rihanna,NA
2/24/2018,46,Lemon,N*E*R*D & Rihanna,NA
4/7/2018,36,Lemon,N*E*R*D & Rihanna,NA
4/14/2018,48,Lemon,N*E*R*D & Rihanna,NA
2/10/2018,47,Lemon,N*E*R*D & Rihanna,NA
10/3/2020,16,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,NA
10/31/2020,10,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,NA
9/19/2020,38,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,NA
10/17/2020,12,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,NA
10/10/2020,14,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,NA
11/14/2020,7,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,NA
10/24/2020,10,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,NA
12/12/2020,13,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,NA
11/7/2020,9,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,NA
2/13/2021,22,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,NA
2/20/2021,27,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,NA
2/27/2021,34,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,NA
3/6/2021,34,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,NA
3/13/2021,38,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,NA
9/26/2020,22,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,NA
1/2/2021,31,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,NA
11/28/2020,8,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,NA
12/5/2020,10,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,NA
1/9/2021,14,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,NA
1/16/2021,12,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,NA
1/23/2021,19,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,NA
1/30/2021,21,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,NA
2/6/2021,21,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,NA
12/19/2020,19,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,NA
12/26/2020,24,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,NA
11/21/2020,6,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,NA
10/5/2013,44,Let Her Go,Passenger,folk
9/28/2013,43,Let Her Go,Passenger,folk
10/12/2013,38,Let Her Go,Passenger,folk
11/30/2013,11,Let Her Go,Passenger,folk
10/19/2013,28,Let Her Go,Passenger,folk
10/26/2013,25,Let Her Go,Passenger,folk
2/1/2014,6,Let Her Go,Passenger,folk
2/8/2014,7,Let Her Go,Passenger,folk
2/15/2014,6,Let Her Go,Passenger,folk
2/22/2014,5,Let Her Go,Passenger,folk
3/1/2014,10,Let Her Go,Passenger,folk
3/8/2014,11,Let Her Go,Passenger,folk
3/15/2014,11,Let Her Go,Passenger,folk
3/22/2014,13,Let Her Go,Passenger,folk
3/29/2014,17,Let Her Go,Passenger,folk
4/5/2014,18,Let Her Go,Passenger,folk
4/12/2014,19,Let Her Go,Passenger,folk
4/19/2014,21,Let Her Go,Passenger,folk
4/26/2014,24,Let Her Go,Passenger,folk
5/3/2014,27,Let Her Go,Passenger,folk
5/10/2014,30,Let Her Go,Passenger,folk
12/21/2013,9,Let Her Go,Passenger,folk
5/17/2014,31,Let Her Go,Passenger,folk
5/24/2014,35,Let Her Go,Passenger,folk
5/31/2014,42,Let Her Go,Passenger,folk
6/7/2014,50,Let Her Go,Passenger,folk
11/16/2013,12,Let Her Go,Passenger,folk
11/23/2013,12,Let Her Go,Passenger,folk
12/28/2013,9,Let Her Go,Passenger,folk
1/4/2014,7,Let Her Go,Passenger,folk
1/11/2014,7,Let Her Go,Passenger,folk
1/18/2014,7,Let Her Go,Passenger,folk
1/25/2014,6,Let Her Go,Passenger,folk
12/7/2013,10,Let Her Go,Passenger,folk
12/14/2013,13,Let Her Go,Passenger,folk
11/2/2013,19,Let Her Go,Passenger,folk
11/9/2013,17,Let Her Go,Passenger,folk
10/13/2018,10,Let It Fly,Lil Wayne Featuring Travis Scott,hip hop
1/18/2014,38,Let It Go,Demi Lovato,pop
1/11/2014,43,Let It Go,Demi Lovato,pop
1/18/2014,27,Let It Go,Idina Menzel,NA
2/1/2014,26,Let It Go,Idina Menzel,NA
1/25/2014,25,Let It Go,Idina Menzel,NA
2/8/2014,21,Let It Go,Idina Menzel,NA
3/29/2014,14,Let It Go,Idina Menzel,NA
2/15/2014,24,Let It Go,Idina Menzel,NA
2/22/2014,18,Let It Go,Idina Menzel,NA
5/31/2014,13,Let It Go,Idina Menzel,NA
6/7/2014,22,Let It Go,Idina Menzel,NA
6/14/2014,28,Let It Go,Idina Menzel,NA
6/21/2014,19,Let It Go,Idina Menzel,NA
6/28/2014,22,Let It Go,Idina Menzel,NA
7/5/2014,29,Let It Go,Idina Menzel,NA
7/12/2014,27,Let It Go,Idina Menzel,NA
7/19/2014,35,Let It Go,Idina Menzel,NA
7/26/2014,44,Let It Go,Idina Menzel,NA
1/11/2014,32,Let It Go,Idina Menzel,NA
4/19/2014,5,Let It Go,Idina Menzel,NA
4/26/2014,5,Let It Go,Idina Menzel,NA
3/15/2014,17,Let It Go,Idina Menzel,NA
3/22/2014,9,Let It Go,Idina Menzel,NA
5/3/2014,5,Let It Go,Idina Menzel,NA
5/10/2014,6,Let It Go,Idina Menzel,NA
5/17/2014,9,Let It Go,Idina Menzel,NA
5/24/2014,9,Let It Go,Idina Menzel,NA
4/5/2014,5,Let It Go,Idina Menzel,NA
4/12/2014,5,Let It Go,Idina Menzel,NA
3/1/2014,18,Let It Go,Idina Menzel,NA
3/8/2014,18,Let It Go,Idina Menzel,NA
3/5/2016,38,Let It Go,James Bay,NA
4/23/2016,38,Let It Go,James Bay,NA
3/12/2016,35,Let It Go,James Bay,NA
6/25/2016,32,Let It Go,James Bay,NA
7/2/2016,27,Let It Go,James Bay,NA
7/9/2016,23,Let It Go,James Bay,NA
7/16/2016,24,Let It Go,James Bay,NA
7/23/2016,16,Let It Go,James Bay,NA
7/30/2016,18,Let It Go,James Bay,NA
8/6/2016,32,Let It Go,James Bay,NA
8/13/2016,38,Let It Go,James Bay,NA
8/20/2016,47,Let It Go,James Bay,NA
8/27/2016,49,Let It Go,James Bay,NA
5/14/2016,42,Let It Go,James Bay,NA
4/2/2016,38,Let It Go,James Bay,NA
4/9/2016,35,Let It Go,James Bay,NA
4/16/2016,30,Let It Go,James Bay,NA
5/21/2016,32,Let It Go,James Bay,NA
5/28/2016,28,Let It Go,James Bay,NA
6/4/2016,28,Let It Go,James Bay,NA
6/11/2016,27,Let It Go,James Bay,NA
6/18/2016,29,Let It Go,James Bay,NA
4/30/2016,34,Let It Go,James Bay,NA
5/7/2016,31,Let It Go,James Bay,NA
3/26/2016,50,Let It Go,James Bay,NA
12/15/2018,41,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,other
12/22/2018,32,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,other
1/5/2019,20,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,other
12/29/2018,32,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,other
12/14/2019,28,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,other
12/21/2019,24,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,other
12/28/2019,28,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,other
1/4/2020,15,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,other
12/5/2020,49,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,other
12/12/2020,22,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,other
12/19/2020,15,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,other
12/26/2020,11,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,other
1/2/2021,8,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,other
1/9/2021,41,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,other
3/26/2011,47,Let Me Down Easy,Billy Currington,NA
2/12/2011,48,Let Me Down Easy,Billy Currington,NA
3/19/2011,46,Let Me Down Easy,Billy Currington,NA
4/2/2011,49,Let Me Down Easy,Billy Currington,NA
4/9/2011,49,Let Me Down Easy,Billy Currington,NA
1/13/2018,40,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,NA
1/20/2018,40,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,NA
1/27/2018,42,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,NA
2/3/2018,45,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,NA
2/10/2018,50,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,NA
2/17/2018,46,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,NA
